,Hypertension,Diabetes,Heartproblems,Stroke
2010,1.32,0.72,1.57,0.27
2011,1.3215844155844156,0.7210909090909091,1.5714025974025974,0.27036363636363636
2012,1.327922077922078,0.7254545454545455,1.577012987012987,0.27181818181818185
2013,1.3421818181818181,0.7352727272727273,1.5896363636363637,0.2750909090909091
2014,1.3675324675324676,0.7527272727272727,1.6120779220779222,0.28090909090909094
2015,1.4071428571428573,0.78,1.6471428571428572,0.29000000000000004
2016,1.4641818181818183,0.8192727272727273,1.6976363636363636,0.30309090909090913
2017,1.5418181818181818,0.8727272727272728,1.7663636363636364,0.3209090909090909
2018,1.6432207792207791,0.9425454545454546,1.85612987012987,0.3441818181818182
2019,1.7715584415584416,1.030909090909091,1.9697402597402596,0.37363636363636366
2020,1.93,1.1400000000000001,2.11,0.41000000000000003
2021,2.0884415584415583,1.2490909090909093,2.25025974025974,0.4463636363636364
2022,2.246883116883117,1.3581818181818184,2.3905194805194805,0.4827272727272728
2023,2.405324675324675,1.4672727272727275,2.5307792207792206,0.5190909090909092
2024,2.5637662337662332,1.5763636363636366,2.6710389610389607,0.5554545454545454
2025,2.722207792207792,1.6854545454545455,2.8112987012987007,0.5918181818181818
2026,2.8806493506493505,1.7945454545454549,2.951558441558441,0.6281818181818182
2027,3.0390909090909086,1.9036363636363638,3.0918181818181814,0.6645454545454546
2028,3.197532467532467,2.012727272727273,3.2320779220779214,0.7009090909090909
2029,3.3559740259740254,2.121818181818182,3.3723376623376615,0.7372727272727273
2030,3.514415584415584,2.2309090909090914,3.512597402597402,0.7736363636363637
